,Country Name,Country Code,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),CO2 emissions (metric tons per capita),Individuals using the Internet (% of population),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)"
556,Kyrgyz Republic,KGZ,2016,76.699997,99.71,1.595525948,37,1.697389571,125.3393872,18.9
557,Kyrgyz Republic,KGZ,2017,76.5,100,1.506889097,38.19903776,1.576011089,136.8066442,18
558,Kyrgyz Republic,KGZ,2018,76.599998,100,1.73973556,..,1.571122175,138.5660601,17.1
559,Kyrgyz Republic,KGZ,2019,76.699997,99.88175201,..,..,1.55869225,134.3947411,16.4
560,Lao PDR,LAO,2015,5.6999998,89.7,1.284645373,18.2,..,55.28959094,42.1
561,Lao PDR,LAO,2016,6.1999998,90.77253723,2.243695741,21.87,..,57.82353269,40.5
562,Lao PDR,LAO,2017,6.8000002,93.6,2.662148349,25.51043508,..,53.38406897,39.1
563,Lao PDR,LAO,2018,7.1999998,98.07460022,2.660908493,..,..,51.86337704,37.8
564,Lao PDR,LAO,2019,7.9000001,100,..,..,..,60.84399721,36.5
565,Latvia,LVA,2015,100,100,3.701592949,79.20058292,1.037829348,129.6507839,4.3
566,Latvia,LVA,2016,100,100,3.648821125,79.84209778,1.450693304,134.240928,4
567,Latvia,LVA,2017,100,100,3.665855236,80.114077,1.594821503,126.2941822,3.8
568,Latvia,LVA,2018,100,100,3.959165078,83.57717486,2.062277415,107.3489247,3.6
569,Latvia,LVA,2019,100,100,..,86.13545644,2.028669033,108.6572233,3.5
570,Lebanon,LBN,2015,..,100,4.140719561,74,4.486884345,71.29772813,7.1
571,Lebanon,LBN,2016,..,100,4.141917802,76.11,5.062663113,63.70068515,6.8
572,Lebanon,LBN,2017,..,100,4.293649871,78.18077489,4.505139801,64.50864324,6.6
573,Lebanon,LBN,2018,..,100,4.039707217,..,4.952761494,64.49805872,6.4
574,Lebanon,LBN,2019,..,100,..,..,4.707900587,61.81650253,6.2
575,Lesotho,LSO,2015,36.5,31.78407669,1.083044238,25,1.733428072,103.9397364,72.6
576,Lesotho,LSO,2016,37.299999,35.18151093,1.093954288,32.45385695,1.77949879,110.0185058,72.9
577,Lesotho,LSO,2017,38,33.7,1.166608974,39,1.953055612,113.8305187,73.1
578,Lesotho,LSO,2018,39,47,1.218975994,40.8,1.788602874,75.0424507,72.1
579,Lesotho,LSO,2019,39.400002,44.64067841,..,42.30173357,1.622520184,79.12569144,71.4
580,Liberia,LBR,2015,0.2,15.52771091,0.281738703,10,1.051498096,81.65948531,64.4
581,Liberia,LBR,2016,0.2,17.7,0.307404659,15.7,1.062638322,67.95610958,63.1
582,Liberia,LBR,2017,0.2,24.2,0.267958311,16.3,0.94000927,56.56895266,62
583,Liberia,LBR,2018,0.2,24.81807899,0.273917114,18.9,1.190659897,..,60.8
584,Liberia,LBR,2019,0.2,27.64920998,..,22,1.401492875,..,59.5
585,Libya,LBY,2015,..,73.4978714,8.388494488,19.01607978,..,151.8635343,11.4
586,Libya,LBY,2016,..,71.91355133,7.883354692,20.27215956,..,117.9894772,11
587,Libya,LBY,2017,..,70.33727264,8.632790044,21.75892062,..,91.4792962,10.6
588,Libya,LBY,2018,..,67,8.825249137,..,..,..,10.2
589,Libya,LBY,2019,..,68.53218842,..,..,..,..,9.9
590,Liechtenstein,LIE,2015,..,100,4.270652609,96.6411951,..,109.2874299,..
591,Liechtenstein,LIE,2016,..,100,3.983534723,98.09390389,..,117.6323756,..
592,Liechtenstein,LIE,2017,..,100,4.232244412,99.54661245,..,122.7566138,..
593,Liechtenstein,LIE,2018,..,100,3.692177857,..,..,124.695331,..
594,Liechtenstein,LIE,2019,..,100,..,..,..,125.5898367,..
595,Lithuania,LTU,2015,100,100,3.810789319,71.37805901,1.137748174,142.7088762,4
596,Lithuania,LTU,2016,100,100,3.904845879,74.37664556,1.477505872,145.513378,3.9
597,Lithuania,LTU,2017,100,100,3.966902878,77.61525651,1.712070468,153.2757272,3.6
598,Lithuania,LTU,2018,100,100,4.137005929,79.72258277,1.967419142,163.8703457,3.3
599,Lithuania,LTU,2019,100,100,..,81.58186838,2.007150696,168.8207501,2.9
600,Luxembourg,LUX,2015,100,100,16.02867957,96.37671417,0.499754077,142.3577966,2.3
601,Luxembourg,LUX,2016,100,100,15.22300151,98.13669867,0.452817698,131.8915037,2.3
602,Luxembourg,LUX,2017,100,100,15.09216281,97.36296032,0.580999597,134.1420148,2.3
603,Luxembourg,LUX,2018,100,100,15.33020808,97.06129871,0.586416144,132.1649331,2.3
604,Luxembourg,LUX,2019,100,100,..,97.12063569,0.637730518,135.7577766,2.3
605,"Macao SAR, China",MAC,2015,..,100,..,77.60013186,..,314.9218134,..
606,"Macao SAR, China",MAC,2016,..,100,..,81.64298546,..,321.4517424,..
607,"Macao SAR, China",MAC,2017,..,100,..,83.17408907,..,328.7904463,..
608,"Macao SAR, China",MAC,2018,..,100,..,83.79408961,..,345.3245224,..
609,"Macao SAR, China",MAC,2019,..,100,..,86.46792571,..,..,..
610,Madagascar,MDG,2015,0.89999998,20.5437088,0.136997154,4.17397219,0.604796547,44.12695456,41.3
611,Madagascar,MDG,2016,0.80000001,22.9,0.129346515,4.713662899,0.594003322,32.12876245,40.3
612,Madagascar,MDG,2017,0.80000001,24.1,0.13687642,..,0.58002235,34.14284,39.3
613,Madagascar,MDG,2018,0.89999998,25.51556015,0.128320761,15,0.605686111,40.57034123,38.2
614,Madagascar,MDG,2019,0.89999998,26.9071846,..,..,0.62397202,..,37.2
615,Malawi,MWI,2015,2.2,10.8,0.071661878,7.6,0.634771027,39.21521754,36.7
616,Malawi,MWI,2016,2.2,11,0.079045626,8,0.641960496,41.72202909,34.6
617,Malawi,MWI,2017,2.0999999,12.7,0.084888716,13.78216439,0.764642848,43.98651266,32.8
618,Malawi,MWI,2018,2,18.02,0.086533726,13.9,0.847025846,39.00579484,31.4
619,Malawi,MWI,2019,1.9,11.2,..,15.5,1.124097445,47.78113633,30.1
620,Malaysia,MYS,2015,97,100,7.682279042,71.06406781,1.503898666,145.6973848,6.9
621,Malaysia,MYS,2016,96.900002,100,7.451282159,78.78830993,1.384335563,141.6489819,7
622,Malaysia,MYS,2017,96.699997,100,7.165808462,80.14047901,1.100864726,136.1163217,7.1
623,Malaysia,MYS,2018,96.400002,100,7.600220413,81.20104862,0.96066525,134.5259947,7.2
624,Malaysia,MYS,2019,96.099998,100,..,84.18714501,1.033022625,139.5962795,7.3
625,Maldives,MDV,2015,97.900002,99.79016113,2.967593875,54.46195515,..,162.6215886,8.4
626,Maldives,MDV,2016,98.199997,100,3.680297789,59.09258997,..,170.7902219,7.7
627,Maldives,MDV,2017,98.599998,99.8,3.666412838,63.18566588,..,181.3288423,7.1
628,Maldives,MDV,2018,98.800003,100,3.703674976,..,..,166.3642921,6.5
629,Maldives,MDV,2019,99.099998,100,..,..,..,155.9539168,6
630,Mali,MLI,2015,0.89999998,37.6,0.195541292,10.33,2.360162267,130.1634495,66.8
631,Mali,MLI,2016,0.89999998,38.86705399,0.24602782,11.11218649,2.587226876,112.5365904,65.1
632,Mali,MLI,2017,0.89999998,34.78,0.272789703,15.6,3.026635517,119.0233265,63.4
633,Mali,MLI,2018,0.89999998,50.9,0.294583928,23,2.806944707,115.0846727,61.8
634,Mali,MLI,2019,0.89999998,48.02124786,..,26,2.713526371,116.6214561,60.3
635,Malta,MLT,2015,100,100,3.70742361,75.96001898,0.467203717,120.8972712,5.7
636,Malta,MLT,2016,100,100,2.964713323,78.0751488,0.510420195,134.252242,5.7
637,Malta,MLT,2017,100,100,3.247870188,81.01191108,0.490383374,138.093955,5.7
638,Malta,MLT,2018,100,100,3.198316241,81.65804429,0.452927414,140.2039395,5.7
639,Malta,MLT,2019,100,100,..,85.77856081,0.554908055,144.0568429,5.7
640,Marshall Islands,MHL,2015,62.799999,92.5827179,2.611238772,19.2824418,..,26.98514946,29.1
641,Marshall Islands,MHL,2016,63.799999,93.39620972,3.118341043,29.78777936,..,..,28.4
642,Marshall Islands,MHL,2017,64.199997,94.21553802,3.100614955,38.70116262,..,27.55864825,27.7
643,Marshall Islands,MHL,2018,64.800003,95.82923126,3.252756283,..,..,..,26.9
644,Marshall Islands,MHL,2019,65.099998,97.44360352,..,..,..,..,26.3
645,Mauritania,MRT,2015,43.5,39.5,0.729060397,15.19912669,2.103123669,90.06949804,55
646,Mauritania,MRT,2016,43.299999,41.33416367,0.674907747,18,2.090786149,86.80541261,53.8
647,Mauritania,MRT,2017,43.299999,42.9,0.887315176,20.80096366,2.042273411,95.13345958,52.6
648,Mauritania,MRT,2018,43.299999,44.29382706,0.908407126,..,2.112482087,103.7060504,51.5
649,Mauritania,MRT,2019,43.400002,45.81206894,..,..,1.980663209,104.090067,50.2
650,Mauritius,MUS,2015,100,99.4298172,3.136372817,50.13931848,0.146135699,139.9254916,12.8
651,Mauritius,MUS,2016,100,99.54343414,3.197535681,52.19132594,0.179867285,143.755473,12.8
652,Mauritius,MUS,2017,100,99.61,3.305359031,55.4032403,0.171040746,145.4726338,13.2
653,Mauritius,MUS,2018,100,99.42006683,3.264040313,58.5961697,0.162491818,151.3591149,13.7
654,Mauritius,MUS,2019,100,100,..,61.72995515,0.155938299,147.0148102,14.3
655,Mexico,MEX,2015,84.599998,99,3.87819451,57.43104299,0.466676122,88.37175565,13.9
656,Mexico,MEX,2016,84.699997,99.5,3.885809372,59.540446,0.495064414,90.59237542,13.5
657,Mexico,MEX,2017,84.699997,100,3.781215828,63.85224909,0.436510296,91.62670695,13
658,Mexico,MEX,2018,84.699997,99.5,3.741477725,65.77263448,0.477517407,95.2316028,12.6
659,Mexico,MEX,2019,84.800003,100,..,70.06991047,0.52348249,95.66159745,12.2
660,"Micronesia, Fed. Sts.",FSM,2015,12.3,74.47687531,1.377587569,31.50108128,..,20.66669728,24.2
661,"Micronesia, Fed. Sts.",FSM,2016,12.5,76.57017517,1.542439777,33.35216255,..,21.24211768,23.5
662,"Micronesia, Fed. Sts.",FSM,2017,12.5,78.58091736,1.525197154,35.30405287,..,20.73767035,22.7
663,"Micronesia, Fed. Sts.",FSM,2018,12.4,80.40616608,1.598011364,..,..,..,22.1
664,"Micronesia, Fed. Sts.",FSM,2019,12.5,82.11694336,..,..,..,..,21.5
665,Moldova,MDA,2015,94.900002,100,2.829393233,69.00000447,0.297625495,91.21617904,13.6
666,Moldova,MDA,2016,95.199997,100,2.904891566,70.99999911,0.340329873,93.17465849,13.3
667,Moldova,MDA,2017,95.300003,99.98,2.961717622,76.12451989,0.319318626,92.28905501,13.1
668,Moldova,MDA,2018,95.599998,99.99,3.171832063,..,0.32637511,89.75768174,12.9
669,Moldova,MDA,2019,95.699997,100,..,..,0.355073047,89.37944428,12.7
670,Monaco,MCO,2015,100,100,..,93.36330202,..,90.19566255,2.9
671,Monaco,MCO,2016,100,100,..,95.20817797,..,87.46256895,2.8
672,Monaco,MCO,2017,100,100,..,97.05297684,..,85.89810377,2.7
673,Monaco,MCO,2018,100,100,..,..,..,84.50700584,2.6
674,Monaco,MCO,2019,100,100,..,..,..,86.70311056,2.5
675,Mongolia,MNG,2015,44.099998,88.05883789,5.769680363,22.50000413,0.865841302,102.3251098,16.6
676,Mongolia,MNG,2016,46.200001,91.00872803,5.944984194,22.2657705,0.863495191,110.1823278,15.9
677,Mongolia,MNG,2017,47.599998,93.87606049,6.252834169,23.71426517,0.765300911,124.805205,15.1
678,Mongolia,MNG,2018,49.799999,98.1,6.725098053,47.13000188,0.730921186,133.1783386,14.4
679,Mongolia,MNG,2019,51.599998,99.12526703,..,51.07999408,0.707609532,137.0136492,13.8
680,Montenegro,MNE,2015,61.5,100,3.793242563,68.11978601,1.40371624,160.7592877,3.3
681,Montenegro,MNE,2016,61.599998,100,3.390631252,69.88164684,1.411279816,165.9184968,3
682,Montenegro,MNE,2017,61.900002,100,3.583060319,71.27233254,1.362776386,166.4651995,2.6
683,Montenegro,MNE,2018,62.099998,100,4.049968902,71.51710049,1.43362923,180.6938097,2.4
684,Montenegro,MNE,2019,62.200001,100,..,73.47666575,1.40106975,183.2837304,2.1
685,Morocco,MAR,2015,97.699997,97.3,1.821795354,57.07999935,3.230153348,124.279337,20.2
686,Morocco,MAR,2016,97.800003,97.8,1.795806751,58.27123642,3.219526441,118.1848162,19.1
687,Morocco,MAR,2017,97.900002,100,1.852941845,61.76221201,3.183041239,123.4247246,18.2
688,Morocco,MAR,2018,98,98.1,1.850726784,64.80386519,3.118587555,124.1715549,17.4
689,Morocco,MAR,2019,98.099998,99.6,..,74.37631447,3.09993597,127.9529984,16.7
690,Mozambique,MOZ,2015,4,24,0.208564448,6.5,0.840285274,74.45799316,61.3
691,Mozambique,MOZ,2016,4.1999998,26.2693119,0.208049391,7,0.929584557,53.99077066,59.4
692,Mozambique,MOZ,2017,4.4000001,24.3,0.210129447,7.8,0.987964415,41.45170351,57.5
693,Mozambique,MOZ,2018,4.5,31.1,0.225115201,10.4,1.335336546,47.71577872,56
694,Mozambique,MOZ,2019,4.9000001,29.61616135,..,15.1,1.419986943,48.65094674,54.3
695,Myanmar,MMR,2015,20.200001,60.5,0.360853051,..,4.301367428,77.81539875,41
696,Myanmar,MMR,2016,22.9,55.6,0.412666941,..,4.086562921,95.3647362,39.7
697,Myanmar,MMR,2017,25.299999,69.8148366,0.588207515,23.62108195,3.648932114,89.81715795,38.5
698,Myanmar,MMR,2018,27.9,66.17798615,0.605492803,..,2.307457006,113.8444919,37.2
699,Myanmar,MMR,2019,30.299999,68.35665131,..,..,2.09498789,..,36.1
700,Namibia,NAM,2015,44.299999,51.6,1.844571323,25.68785182,4.405391055,110.1478506,33.3
701,Namibia,NAM,2016,44.799999,49.7,1.848990095,31.03334594,3.772549964,112.803281,32.8
702,Namibia,NAM,2017,45.5,52.5,1.802197016,36.83740647,3.34616995,111.552451,32.2
703,Namibia,NAM,2018,45.900002,53.96953964,1.735898378,40,3.140659563,103.3739724,31.7
704,Namibia,NAM,2019,46.299999,55.19511795,..,40.5,3.092932642,103.2494698,30.9
705,Nauru,NRU,2015,100,99,4.819741662,..,..,90.53260137,27.4
706,Nauru,NRU,2016,100,99.65935516,5.728470498,..,..,94.51073986,26.7
707,Nauru,NRU,2017,100,99.88204956,6.618133686,62.38512451,..,94.58053533,26
708,Nauru,NRU,2018,100,99.91926575,6.555534744,..,..,..,25.3
709,Nauru,NRU,2019,100,100,..,..,..,..,24.6
710,Nepal,NPL,2015,27.700001,83.52746582,0.239126119,17.58161801,1.556630126,101.854612,29.2
711,Nepal,NPL,2016,28.6,90.7,0.342583453,19.68876384,1.700897728,117.8146017,27.8
712,Nepal,NPL,2017,29.299999,89.92308044,0.399165018,21.40351043,1.708544543,130.629366,26.6
713,Nepal,NPL,2018,30.200001,93.92,0.428179218,..,1.539234028,139.4463618,25.5
714,Nepal,NPL,2019,31,89.9,..,..,1.376595177,..,24.5
715,Netherlands,NLD,2015,100,100,9.333572532,91.72413793,1.132711505,122.8506375,3.4
716,Netherlands,NLD,2016,100,100,9.293428178,90.4109589,1.163626918,123.0177086,3.4
717,Netherlands,NLD,2017,100,100,9.100887639,93.19727891,1.156803668,120.6250011,3.5
718,Netherlands,NLD,2018,100,100,8.772823734,91.89189189,1.216674182,123.7312099,3.5
719,Netherlands,NLD,2019,100,100,..,93.2885906,1.322929921,127.2845209,3.5
720,New Caledonia,NCL,2015,..,100,..,74.00175279,..,96.02014277,..
721,New Caledonia,NCL,2016,..,100,..,..,..,..,..
722,New Caledonia,NCL,2017,..,100,..,82.0058408,..,..,..
723,New Caledonia,NCL,2018,..,100,..,..,..,..,..
724,New Caledonia,NCL,2019,..,100,..,..,..,..,..
725,New Zealand,NZL,2015,100,100,6.983555343,88.22288882,1.111071249,121.3557518,4.6
726,New Zealand,NZL,2016,100,100,6.614199953,88.47018635,1.131044127,130.9219373,4.4
727,New Zealand,NZL,2017,100,100,6.838956291,90.81109307,1.146306923,136.1113084,4.3
728,New Zealand,NZL,2018,100,100,6.572664572,..,1.23108197,134.9319679,4.2
729,New Zealand,NZL,2019,100,100,..,..,1.42603423,..,4.1
730,Nicaragua,NIC,2015,50.5,83.34231567,0.846826586,19.7042915,0.775537372,116.7261909,16.6
731,Nicaragua,NIC,2016,51.799999,84.74318695,0.853430457,24.57183396,0.639876676,122.8671311,16
732,Nicaragua,NIC,2017,53,86.06150055,0.845752981,27.86304001,0.623899055,128.1139122,15.4
733,Nicaragua,NIC,2018,54.299999,87.19432068,0.805815233,..,0.622743176,115.0959067,14.8
734,Nicaragua,NIC,2019,55.400002,88.21266937,..,..,0.606875679,88.43373663,14.3
735,Niger,NER,2015,1.6,16.6,0.09849181,2.476219975,..,44.79127561,51.8
736,Niger,NER,2016,1.9,17.22759056,0.094762615,4.32275803,2.185306217,35.94148156,50.4
737,Niger,NER,2017,2,17.90511894,0.09582274,10.22431156,2.486945777,40.63849996,49.1
738,Niger,NER,2018,2.2,17.6,0.102037038,..,2.471940558,..,47.9
739,Niger,NER,2019,2.4000001,18.77472496,..,..,2.651043859,..,46.7
740,Nigeria,NGA,2015,5.5,52.5,0.597060396,24.5,0.417636537,83.26830849,79.3
741,Nigeria,NGA,2016,6.9000001,59.3,0.583027843,25.67,0.43294778,82.99740158,78.3
742,Nigeria,NGA,2017,8.6999998,54.4,0.591596789,28,0.430671215,75.92482161,77.1
743,Nigeria,NGA,2018,10.7,56.5,0.667110199,31.9,0.506944514,88.18424125,75.7
744,Nigeria,NGA,2019,13,55.4,..,33.6,0.459170522,91.85357742,74
745,North America,NAC,2015,100,100,15.55083364,76.11729383,3.295014694,115.4471037,5.7
746,North America,NAC,2016,100,100,15.14692452,86.11499711,3.248998017,118.7373168,5.6
747,North America,NAC,2017,100,100,14.86822332,87.8276295,3.160707765,119.3097481,5.6
748,North America,NAC,2018,100,100,15.27087561,89.12410008,3.162419706,124.9993042,5.5
749,North America,NAC,2019,100,100,..,90.15198416,3.265610867,130.1105657,5.4
750,North Macedonia,MKD,2015,71.599998,100,3.613132093,70.38020308,0.993427692,100.2046334,10
751,North Macedonia,MKD,2016,72.800003,100,3.565759063,72.15681447,0.970115978,98.54624045,9.6
752,North Macedonia,MKD,2017,73.5,100,3.788861134,74.51682418,0.895041407,96.44629481,8.5
753,North Macedonia,MKD,2018,74.699997,99.8,3.549725294,79.16775519,0.943108733,94.53430868,7.1
754,North Macedonia,MKD,2019,76,100,..,81.41288276,1.164594116,92.20306231,6
755,Northern Mariana Islands,MNP,2015,..,100,..,..,..,..,..
756,Northern Mariana Islands,MNP,2016,..,100,..,..,..,..,..
757,Northern Mariana Islands,MNP,2017,..,100,..,..,..,..,..
758,Northern Mariana Islands,MNP,2018,..,100,..,..,..,..,..
759,Northern Mariana Islands,MNP,2019,..,100,..,..,..,..,..
760,Norway,NOR,2015,100,100,7.447085509,96.81032569,1.507279581,109.905197,2.2
761,Norway,NOR,2016,100,100,7.249949804,97.29820367,1.626681488,109.1149238,2.1
762,Norway,NOR,2017,100,100,6.992651841,96.3576013,1.719497163,107.9930692,2.1
763,Norway,NOR,2018,100,100,7.031361189,96.49165799,1.726244408,107.1737116,2
764,Norway,NOR,2019,100,100,..,98.00000439,1.853081753,107.3802483,1.9
765,Oman,OMN,2015,100,100,16.00528292,73.53,10.93096096,155.7561043,9.6
766,Oman,OMN,2016,100,100,15.52503484,76.84539047,12.11954816,153.2914555,9.6
767,Oman,OMN,2017,100,100,14.98094912,80.18563573,9.635787938,148.8216278,9.6
768,Oman,OMN,2018,100,100,15.19212436,85.5,9.54295828,139.9674164,9.6
769,Oman,OMN,2019,100,100,..,90.3,8.637691241,138.2321115,9.5
770,Pakistan,PAK,2015,43.099998,71.41212463,0.820300353,11,3.551387243,63.13069982,62.1
771,Pakistan,PAK,2016,44.5,71.58531952,0.886749485,12.38544676,3.59474547,67.02750435,60.5
772,Pakistan,PAK,2017,46,70.79,0.950909547,13.78,3.774448861,69.51482483,58.9
773,Pakistan,PAK,2018,47.700001,72.63497925,0.981820105,15.34,4.129131364,72.55706103,57.3
774,Pakistan,PAK,2019,49.099998,73.91436005,..,17.07090203,4.108816358,76.37688644,55.7
775,Palau,PLW,2015,100,99.40684509,12.45400509,..,..,134.4070195,18.3
776,Palau,PLW,2016,100,100,14.67434248,..,..,..,17.8
777,Palau,PLW,2017,100,100,15.16087372,..,..,..,17.2
778,Palau,PLW,2018,100,100,16.19116744,..,..,..,16.7
779,Palau,PLW,2019,100,100,..,..,..,..,16.2
780,Panama,PAN,2015,100,92.2937088,2.696239628,51.20542499,0,144.6881141,14.6
781,Panama,PAN,2016,100,93.17071533,2.6677744,54,0,127.3636031,14.1
782,Panama,PAN,2017,100,93.7,2.495882403,59.9506309,0,128.5729731,13.7
783,Panama,PAN,2018,100,94.94482422,2.42765632,61.80553132,0,137.0014238,13.2
784,Panama,PAN,2019,100,95.83455658,..,63.62841477,0,137.1897018,12.8
785,Papua New Guinea,PNG,2015,8.6999998,44.36001587,0.793066209,7.9,0.483758051,43.90847057,40.2
786,Papua New Guinea,PNG,2016,8.8999996,49.4,0.922414875,9.601538462,0.417619817,45.7218184,39.3
787,Papua New Guinea,PNG,2017,9.1000004,54.4,0.912534407,11.20919659,0.403221124,47.61771578,38.2
788,Papua New Guinea,PNG,2018,9.1999998,58.88763428,0.866804457,..,0.37621677,..,37.2
789,Papua New Guinea,PNG,2019,9.3000002,63.46451187,..,..,0.362281249,..,36.2
790,Paraguay,PRY,2015,65,99.331532,0.952345926,49.71630466,1.068847829,110.8127891,19
791,Paraguay,PRY,2016,66,98.4,1.054902434,53.40412748,0.951883545,110.4988999,18.4
792,Paraguay,PRY,2017,67,99.3,1.164982151,61.07575622,0.892393872,108.7550409,17.8
793,Paraguay,PRY,2018,67.5,99.6,1.210453778,64.99354302,0.957366157,106.9525792,17.2
794,Paraguay,PRY,2019,68.199997,100,..,68.51762842,0.968225096,110.1809661,16.7
795,Peru,PER,2015,75.900002,93.852179,1.766284697,40.85260091,1.730910598,112.3563679,12.2
796,Peru,PER,2016,77.900002,94.2,1.827909662,45.46174069,1.304784399,119.4241828,11.7
797,Peru,PER,2017,79.599998,94.8,1.717004408,50.45041218,1.246312804,123.7597545,11.2
798,Peru,PER,2018,81.699997,95.2,1.69681923,55.05433424,1.174986356,131.7778873,10.7
799,Peru,PER,2019,83.300003,98.34660339,..,59.95050106,1.192773184,..,10.3
800,Philippines,PHL,2015,42.5,89.08,1.113176292,..,1.08846304,115.3994392,23.4
801,Philippines,PHL,2016,43.5,92.04637146,1.205049261,..,1.045585147,115.8522806,23
802,Philippines,PHL,2017,44.900002,93,1.298718327,..,1.247077075,114.0711091,22.6
803,Philippines,PHL,2018,46,94.43275452,1.33369096,..,0.819584674,126.2046486,22.1
804,Philippines,PHL,2019,47.400002,95.62862396,..,46.88,0.920263122,154.7610716,21.5
805,Poland,POL,2015,100,100,7.609299873,67.99698716,2.137407113,143.3904315,4.2
806,Poland,POL,2016,100,100,7.894108855,73.3007041,1.938462678,139.5179369,4.1
807,Poland,POL,2017,100,100,8.237562431,75.98536595,1.894930987,132.9502666,4
808,Poland,POL,2018,100,100,8.235472255,77.54173454,2.04957213,127.3299496,3.9
809,Poland,POL,2019,100,100,..,80.43590724,1.975746349,127.7270912,3.8
810,Portugal,PRT,2015,100,100,4.812669843,68.63286148,1.787974411,112.9851121,3
811,Portugal,PRT,2016,100,100,4.72231143,70.42356709,2.004124282,112.0724654,3
812,Portugal,PRT,2017,100,100,5.177519101,73.79121395,1.683336736,114.341985,3
813,Portugal,PRT,2018,100,100,4.840612761,74.66096815,1.795969796,115.6330424,2.9
814,Portugal,PRT,2019,100,100,..,75.34637155,1.835769729,116.4632624,2.8
815,Puerto Rico,PRI,2015,..,100,..,63.46633538,..,94.77971136,..
816,Puerto Rico,PRI,2016,..,100,..,68.6438072,..,99.05733105,..
817,Puerto Rico,PRI,2017,..,100,..,68.74077314,..,107.1352326,..
818,Puerto Rico,PRI,2018,..,100,..,70.85639974,..,109.563442,..
819,Puerto Rico,PRI,2019,..,100,..,77.73643937,..,114.9505626,..
820,Qatar,QAT,2015,100,100,32.47056953,92.88482645,..,145.7868972,6.7
821,Qatar,QAT,2016,100,100,32.128042,95.12466217,..,137.606042,6.3
822,Qatar,QAT,2017,100,100,32.17937063,97.38884917,..,146.3838592,6
823,Qatar,QAT,2018,100,100,32.41563917,99.65284913,..,141.8558268,5.6
824,Qatar,QAT,2019,100,100,..,99.65280421,..,138.3290367,5.3
825,Romania,ROU,2015,100,100,3.678916669,55.76315563,1.451968796,116.0341126,7.7
826,Romania,ROU,2016,100,99.1,3.610752001,59.50395129,1.406136954,115.6782699,7
827,Romania,ROU,2017,100,100,3.782790244,63.74728218,1.721071687,113.9718904,6.5
828,Romania,ROU,2018,100,100,3.845132759,70.68127793,1.805241726,116.0354133,6.1
829,Romania,ROU,2019,100,100,..,73.65747575,1.842511893,117.0747154,5.8
830,Russian Federation,RUS,2015,93.699997,95.5,10.80890931,70.09924123,4.871514747,156.7665611,6.6
831,Russian Federation,RUS,2016,92.800003,100,10.60603144,73.09143462,5.425147705,157.718498,6.1
832,Russian Federation,RUS,2017,92.099998,100,10.77664459,76.00813853,4.248996052,156.187408,5.5
833,Russian Federation,RUS,2018,91.199997,100,11.12661837,80.86472187,3.692518759,157.431312,5.1
834,Russian Federation,RUS,2019,90.099998,100,..,82.64216156,3.832115681,164.3876311,4.7
835,Rwanda,RWA,2015,0.60000002,22.8,0.081800915,18,1.252583459,77.04779924,34.6
836,Rwanda,RWA,2016,0.69999999,29.37,0.089983322,20,1.282656297,76.45612537,33.7
